	n_i	n_T.te	n_T.peak	expected	fc.expected	comparison	padj.final	significance
MTE2b|MTE2b|MTE2b	0	110	4692	0.11	0.9	peak_in_te	1	n.s
MLT2D|MLT2D	0	153	4692	0.13	0.9	te_in_peak	1	n.s
MLT1G1|MLT1G1	0	103	4692	0.09	0.9	te_in_peak	1	n.s
Charlie7a	0	105	4692	0.09	0.9	te_in_peak	1	n.s
ORR1C1|ORR1C1|ORR1C1	0	64	4692	0.07	0.9	peak_in_te	1	n.s
RLTR45|ERVB4_2-I_MM-int|ERVB4_2-I_MM-int	0	13	4692	0.07	0.9	peak_in_te	1	n.s
IAPLTR2a|IAPEz-int|IAPLTR2a	0	8	4692	0.09	0.9	peak_in_te	1	n.s
MLT2E	0	112	4692	0.1	0.9	te_in_peak	1	n.s
RLTR1C|RLTR1C|MMVL30-int|MMVL30-int|MMVL30-int	0	10	4692	0.07	0.9	peak_in_te	1	n.s
RLTR45|ERVB4_2-I_MM-int|ERVB4_2-I_MM-int|ERVB4_2-I_MM-int|RLTR45	0	15	4692	0.14	0.9	peak_in_te	1	n.s
LTRIS5	0	82	4692	0.07	0.9	te_in_peak	1	n.s
LTRIS6	0	137	4692	0.12	0.9	te_in_peak	1	n.s
X5A_LINE	0	68	4692	0.06	0.9	te_in_peak	1	n.s
MLT1J|MLT1J	0	177	4692	0.15	0.9	te_in_peak	1	n.s
RLTR44B	0	84	4692	0.07	0.9	te_in_peak	1	n.s
RLTR42-int|RLTR42-int|RLTR42-int	0	91	4692	0.16	0.9	peak_in_te	1	n.s
MTE2a-int|MTE2a	0	117	4692	0.15	0.9	peak_in_te	1	n.s
RLTR42	0	127	4692	0.11	0.9	te_in_peak	1	n.s
Tigger2b	0	179	4692	0.15	0.9	te_in_peak	1	n.s
L1ME5	0	143	4692	0.12	0.9	te_in_peak	1	n.s
MTE2a-int|MTE2a-int|MTE2a	0	43	4692	0.09	0.9	peak_in_te	1	n.s
MTEa|MTEa-int|MTEa-int	0	86	4692	0.17	0.9	peak_in_te	1	n.s
L1MEa	0	167	4692	0.14	0.9	te_in_peak	1	n.s
Charlie6	0	145	4692	0.12	0.9	te_in_peak	1	n.s
RLTR34C_MM|RLTR34C_MM	0	78	4692	0.07	0.9	peak_in_te	1	n.s
RLTR42-int|RLTR42-int|RLTR42-int|RLTR42-int	0	34	4692	0.08	0.9	peak_in_te	1	n.s
MTEa|MTEa-int|MTEa	0	33	4692	0.1	0.9	peak_in_te	1	n.s
MTEa|MTEa-int|MTEa-int|MTEa	0	25	4692	0.07	0.9	peak_in_te	1	n.s
RMER6-int	0	108	4692	0.09	0.9	te_in_peak	1	n.s
MERVL-int|MT2C_Mm	0	39	4692	0.06	0.9	peak_in_te	1	n.s
L1M3f	0	97	4692	0.08	0.9	te_in_peak	1	n.s
MERVL-int|MT2_Mm	0	42	4692	0.14	0.9	peak_in_te	1	n.s
L1M3de	0	171	4692	0.15	0.9	te_in_peak	1	n.s
L1M3d	0	167	4692	0.14	0.9	te_in_peak	1	n.s
Tigger8	0	117	4692	0.1	0.9	te_in_peak	1	n.s
L1M3b	0	163	4692	0.14	0.9	te_in_peak	1	n.s
RLTR10|RLTR10-int|RLTR10|RLTR10-int|RLTR10	0	8	4692	0.06	0.9	peak_in_te	1	n.s
ERVB3_1-LTR_MM	0	141	4692	0.12	0.9	te_in_peak	1	n.s
ORR1E-int|ORR1E-int|ORR1E	0	71	4692	0.15	0.9	peak_in_te	1	n.s
MERVL-int|MERVL-int|MT2_Mm	0	42	4692	0.15	0.9	peak_in_te	1	n.s
MTE-int|MTE-int|MTE-int|MTE-int	0	38	4692	0.09	0.9	peak_in_te	1	n.s
L1ME2z	1	1542	4692	1.31	0.9	te_in_peak	1	n.s
Tigger16b	0	142	4692	0.12	0.9	te_in_peak	1	n.s
Tigger16a	0	157	4692	0.13	0.9	te_in_peak	1	n.s
LTR86C	0	71	4692	0.06	0.9	te_in_peak	1	n.s
RLTR10|RLTR10-int|RLTR10|RLTR10-int	0	14	4692	0.06	0.9	peak_in_te	1	n.s
RLTR41B	0	74	4692	0.06	0.9	te_in_peak	1	n.s
MTEa-int|MTEa-int|MTEa	0	83	4692	0.17	0.9	peak_in_te	1	n.s
ORR1D1|ORR1D1|ORR1D1-int|ORR1D1	0	25	4692	0.08	0.9	peak_in_te	1	n.s
MERVL-int|MERVL-int|MT2C_Mm	0	18	4692	0.06	0.9	peak_in_te	1	n.s
L1MA8	3	3846	4692	3.27	0.9	te_in_peak	1	n.s
ORR1D1|ORR1D1|ORR1D1-int	0	55	4692	0.08	0.9	peak_in_te	1	n.s
Tigger12c	0	154	4692	0.13	0.9	te_in_peak	1	n.s
Tigger12A	0	82	4692	0.07	0.9	te_in_peak	1	n.s
MTC|MTC|MTC-int|MTC	0	30	4692	0.1	0.9	peak_in_te	1	n.s
MTC|MTC|MTC-int	0	37	4692	0.07	0.9	peak_in_te	1	n.s
RLTR41|MERV1_I-int|MERV1_I-int|MERV1_I-int|RLTR41	0	9	4692	0.08	0.9	peak_in_te	1	n.s
Tigger12	0	97	4692	0.08	0.9	te_in_peak	1	n.s
Tigger11a	0	76	4692	0.06	0.9	te_in_peak	1	n.s
MTEa-int	0	139	4692	0.12	0.9	te_in_peak	1	n.s
L1MEg1	0	98	4692	0.08	0.9	te_in_peak	1	n.s
L1M3a	0	126	4692	0.11	0.9	te_in_peak	1	n.s
RLTR31_Mur|RMER3D-int|RMER3D-int|RLTR31_Mur	0	14	4692	0.07	0.9	peak_in_te	1	n.s
LTRIS2|RLTR1B-int|RLTR1B-int|RLTR1B-int	0	13	4692	0.07	0.9	peak_in_te	1	n.s
LTR90A	0	99	4692	0.08	0.9	te_in_peak	1	n.s
LTR90B	0	99	4692	0.08	0.9	te_in_peak	1	n.s
RLTR30C_MM	0	122	4692	0.1	0.9	te_in_peak	1	n.s
ORR1D1-int|ORR1D1|ORR1D1	0	53	4692	0.09	0.9	peak_in_te	1	n.s
MLT1G|MLT1G	0	75	4692	0.06	0.9	te_in_peak	1	n.s
UCON29	0	141	4692	0.12	0.9	te_in_peak	1	n.s
RLTR44A	0	103	4692	0.09	0.9	te_in_peak	1	n.s
ORR1D1-int|ORR1D1-int|ORR1D1	0	58	4692	0.1	0.9	peak_in_te	1	n.s
LTRIS2|RLTR1B-int|RLTR1B-int	0	20	4692	0.09	0.9	peak_in_te	1	n.s
LTRIS2|RLTR1B-int|RLTR1B-int|RLTR1B-int|RLTR1B-int	0	14	4692	0.08	0.9	peak_in_te	1	n.s
L1MEg2	0	105	4692	0.09	0.9	te_in_peak	1	n.s
MTC|MTC-int|MTC|MTC	0	36	4692	0.12	0.9	peak_in_te	1	n.s
LTRIS3	0	135	4692	0.11	0.9	te_in_peak	1	n.s
IAPLTR3|IAPLTR3-int|IAPLTR3-int|IAPLTR3-int|IAPLTR3	0	16	4692	0.1	0.9	peak_in_te	1	n.s
ORR1D-int|ORR1D-int	0	71	4692	0.07	0.9	peak_in_te	1	n.s
IAPLTR3|IAPLTR3-int|IAPLTR3-int	0	54	4692	0.17	0.9	peak_in_te	1	n.s
IAPLTR3|IAPLTR3-int	0	18	4692	0.07	0.9	peak_in_te	1	n.s
RLTR20B2|RLTR20B2	0	195	4692	0.17	0.9	peak_in_te	1	n.s
ORR1E-int	0	178	4692	0.15	0.9	te_in_peak	1	n.s
IAPLTR3-int|IAPLTR3-int|IAPLTR4	0	30	4692	0.1	0.9	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1-int	0	68	4692	0.12	0.9	peak_in_te	1	n.s
L1PB4	0	141	4692	0.12	0.9	te_in_peak	1	n.s
ORR1D1|ORR1D1-int|ORR1D1-int|ORR1D1-int|ORR1D1	0	19	4692	0.07	0.9	peak_in_te	1	n.s
IAPLTR4|IAPLTR3-int|IAPLTR3-int	0	38	4692	0.14	0.9	peak_in_te	1	n.s
Tigger9a	0	201	4692	0.17	0.9	te_in_peak	1	n.s
UCON14	0	68	4692	0.06	0.9	te_in_peak	1	n.s
RMER5|RMER5|RMER5	0	91	4692	0.12	0.9	peak_in_te	1	n.s
ERVB4_1-I_MM-int	0	42	4692	0.07	0.9	peak_in_te	1	n.s
Kanga1d	0	137	4692	0.12	0.9	te_in_peak	1	n.s
BGLII_B|BGLII_B	0	73	4692	0.06	0.9	te_in_peak	1	n.s
RLTR11A|MYSERV16_I-int	0	44	4692	0.08	0.9	peak_in_te	1	n.s
Kanga1c	0	182	4692	0.15	0.9	te_in_peak	1	n.s
Kanga1a	0	190	4692	0.16	0.9	te_in_peak	1	n.s
Kanga11a	0	186	4692	0.16	0.9	te_in_peak	1	n.s
RLTR20B4_MM|RLTR20B4_MM	0	78	4692	0.07	0.9	peak_in_te	1	n.s
ORR1D1|ORR1D1-int|ORR1D1|ORR1D1	0	22	4692	0.06	0.9	peak_in_te	1	n.s
MLT1I|MLT1I	0	84	4692	0.07	0.9	te_in_peak	1	n.s
RLTR31_Mm	0	143	4692	0.12	0.9	te_in_peak	1	n.s
L1P5	0	171	4692	0.15	0.9	te_in_peak	1	n.s
LTR88b	0	177	4692	0.15	0.9	te_in_peak	1	n.s
LTR88c	0	119	4692	0.1	0.9	te_in_peak	1	n.s
RLTR31C_MM|RLTR31C_MM	0	117	4692	0.1	0.9	te_in_peak	1	n.s
LTR89	0	139	4692	0.12	0.9	te_in_peak	1	n.s
LTR85c	0	125	4692	0.11	0.9	te_in_peak	1	n.s
LTR16C	1	1340	4692	1.14	0.9	te_in_peak	1	n.s
LTR85b	0	109	4692	0.09	0.9	te_in_peak	1	n.s
Ricksha	0	144	4692	0.12	0.9	te_in_peak	1	n.s
LTR52	0	193	4692	0.16	0.9	te_in_peak	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|RLTR27|IAPEz-int|IAPLTR2_Mm	0	17	4692	0.11	0.9	peak_in_te	1	n.s
RLTR6C_Mm|MMVL30-int|MMVL30-int|MMVL30-int|RLTR6C_Mm	0	12	4692	0.08	0.9	peak_in_te	1	n.s
MER110A	0	192	4692	0.16	0.9	te_in_peak	1	n.s
Ricksha_0	0	111	4692	0.09	0.9	te_in_peak	1	n.s
ORR1B1-int|ORR1B1-int|ORR1B1	0	63	4692	0.15	0.9	peak_in_te	1	n.s
RLTR6_Mm	0	116	4692	0.1	0.9	peak_in_te	1	n.s
ORR1B1-int|ORR1B1-int	0	95	4692	0.09	0.9	peak_in_te	1	n.s
RLTR6_Mm|MMVL30-int|MMVL30-int	0	15	4692	0.09	0.9	peak_in_te	1	n.s
ORR1B1	9	12649	4692	10.75	0.9	te_in_peak	1	n.s
MER110	0	144	4692	0.12	0.9	te_in_peak	1	n.s
RLTR6_Mm|MMVL30-int|RLTR6_Mm	0	9	4692	0.07	0.9	peak_in_te	1	n.s
LTR80A	0	109	4692	0.09	0.9	te_in_peak	1	n.s
RLTR8	0	173	4692	0.15	0.9	te_in_peak	1	n.s
MTC-int|MTC-int|MTC-int	0	34	4692	0.06	0.9	peak_in_te	1	n.s
RLTR1B-int	0	74	4692	0.06	0.9	te_in_peak	1	n.s
RMER4A|RMER4A|RMER4A	0	59	4692	0.07	0.9	peak_in_te	1	n.s
MER113A	0	138	4692	0.12	0.9	te_in_peak	1	n.s
MER113B	0	71	4692	0.06	0.9	te_in_peak	1	n.s
ERVB4_1B-LTR_MM|ERVB4_1-I_MM-int|ERVB4_1-I_MM-int|ERVB4_1-I_MM-int|ERVB4_1B-LTR_MM	0	10	4692	0.13	0.9	peak_in_te	1	n.s
MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	12	4692	0.1	0.9	peak_in_te	1	n.s
MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	15	4692	0.11	0.9	peak_in_te	1	n.s
MTEb-int|MTEb-int|MTEb	0	32	4692	0.06	0.9	peak_in_te	1	n.s
MERVL_2A-int|MT2A	0	191	4692	0.16	0.9	te_in_peak	1	n.s
RLTR5_Mm|MURVY-int|MURVY-int|MURVY-int|RLTR5_Mm	0	4	4692	0.06	0.9	peak_in_te	1	n.s
MTD|MTD|MTD-int	0	61	4692	0.1	0.9	peak_in_te	1	n.s
RMER4B	2	2947	4692	2.5	0.9	te_in_peak	1	n.s
RLTR13A1	0	145	4692	0.15	0.9	peak_in_te	1	n.s
LTR81A	0	175	4692	0.15	0.9	te_in_peak	1	n.s
RLTR1B-int|RLTR1B-int|RLTR1B-int|LTRIS2	0	10	4692	0.06	0.9	peak_in_te	1	n.s
LTR81	0	67	4692	0.06	0.9	te_in_peak	1	n.s
LTR80B	0	111	4692	0.09	0.9	te_in_peak	1	n.s
MLT1H1|MLT1H1	0	104	4692	0.09	0.9	te_in_peak	1	n.s
MMERGLN-int|RLTR1A2_MM	0	10	4692	0.06	0.9	peak_in_te	1	n.s
MMERVK10C-int|MMERVK10C-int|MMERVK10C-int	0	33	4692	0.13	0.9	peak_in_te	1	n.s
Zaphod2	0	166	4692	0.14	0.9	te_in_peak	1	n.s
MER105	0	173	4692	0.15	0.9	te_in_peak	1	n.s
MTD-int|MTD|MTD	0	57	4692	0.09	0.9	peak_in_te	1	n.s
RLTR6-int|RLTR6B_Mm	0	15	4692	0.07	0.9	peak_in_te	1	n.s
RLTR6B_Mm	0	142	4692	0.13	0.9	peak_in_te	1	n.s
RLTR6B_Mm|RLTR6-int	0	11	4692	0.08	0.9	peak_in_te	1	n.s
MMERVK10C-int|MMERVK10C-int	0	36	4692	0.08	0.9	peak_in_te	1	n.s
ERVB4_1B-I_MM-int|ERVB4_1B-LTR_MM	0	25	4692	0.08	0.9	peak_in_te	1	n.s
MMERVK10C-int|MMERVK10C-int|IAPEY3C_LTR	0	35	4692	0.06	0.9	peak_in_te	1	n.s
MTE2a|MTE2a|MTE2a	0	114	4692	0.12	0.9	peak_in_te	1	n.s
RLTR25A|RLTR25A|RLTR25A	0	42	4692	0.07	0.9	peak_in_te	1	n.s
MTEb|MTEb-int	0	113	4692	0.15	0.9	peak_in_te	1	n.s
ERVB4_1B-LTR_MM|ERVB4_1B-I_MM-int|ERVB4_1B-I_MM-int|ERVB4_1B-LTR_MM	0	21	4692	0.16	0.9	peak_in_te	1	n.s
ERV3-16A3_I-int|ERV3-16A3_I-int|ERV3-16A3_I-int	0	29	4692	0.06	0.9	peak_in_te	1	n.s
MMERVK10C-int|MMERVK10C-int|RLTR27	0	22	4692	0.06	0.9	peak_in_te	1	n.s
MLT1F|MLT1F	0	160	4692	0.14	0.9	te_in_peak	1	n.s
RLTR19|RLTR19	0	98	4692	0.09	0.9	peak_in_te	1	n.s
IAPLTR1a_Mm|IAPEz-int	0	14	4692	0.06	0.9	peak_in_te	1	n.s
ERV3-16A3_I-int|ERV3-16A3_I-int	0	110	4692	0.13	0.9	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MT2A|MT2A	0	25	4692	0.06	0.9	peak_in_te	1	n.s
LTR53B	0	82	4692	0.07	0.9	te_in_peak	1	n.s
RLTR19A	0	150	4692	0.13	0.9	te_in_peak	1	n.s
LTR55	0	150	4692	0.13	0.9	te_in_peak	1	n.s
MTEb|MTEb-int|MTEb	0	20	4692	0.06	0.9	peak_in_te	1	n.s
MMERVK10C-int|RLTR10C	0	19	4692	0.07	0.9	peak_in_te	1	n.s
ORR1D2|ORR1D2|ORR1D2	0	105	4692	0.11	0.9	peak_in_te	1	n.s
RLTR10-int|RLTR10A	0	45	4692	0.07	0.9	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MT2A	0	62	4692	0.17	0.9	peak_in_te	1	n.s
ORR1A4-int|ORR1A4-int|ORR1A4	0	42	4692	0.11	0.9	peak_in_te	1	n.s
ERVB4_1B-LTR_MM|ERVB4_1B-I_MM-int|ERVB4_1B-LTR_MM	0	15	4692	0.12	0.9	peak_in_te	1	n.s
LTR69	0	74	4692	0.06	0.9	te_in_peak	1	n.s
LTR73	0	152	4692	0.13	0.9	te_in_peak	1	n.s
MMERVK10D3_I-int	0	153	4692	0.16	0.9	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4-int	0	34	4692	0.08	0.9	peak_in_te	1	n.s
RLTR10-int|RLTR10-int|RLTR10-int	0	65	4692	0.08	0.9	peak_in_te	1	n.s
IAPLTR1a_Mm|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR1a_Mm	0	23	4692	0.16	0.9	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2-int|ORR1D2	0	17	4692	0.06	0.9	peak_in_te	1	n.s
ERVB4_1B-LTR_MM|ERVB4_1B-I_MM-int	0	26	4692	0.08	0.9	peak_in_te	1	n.s
MER125	0	109	4692	0.09	0.9	te_in_peak	1	n.s
ORR1D2|ORR1D2-int|ORR1D2	0	68	4692	0.17	0.9	peak_in_te	1	n.s
MER126	0	120	4692	0.1	0.9	te_in_peak	1	n.s
BGLII|MYSERV16_I-int	0	63	4692	0.12	0.9	peak_in_te	1	n.s
RLTR1A2_MM|MMERGLN-int|RLTR1A2_MM	0	5	4692	0.07	0.9	peak_in_te	1	n.s
MER127	0	120	4692	0.1	0.9	te_in_peak	1	n.s
MER129	0	65	4692	0.06	0.9	te_in_peak	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int	0	57	4692	0.11	0.9	peak_in_te	1	n.s
RLTR9A3A	0	165	4692	0.14	0.9	te_in_peak	1	n.s
ERVB4_1B-LTR_MM|ERVB4_1B-I_MM-int|ERVB4_1B-I_MM-int	0	12	4692	0.06	0.9	peak_in_te	1	n.s
ORR1D2|ORR1D2-int|ORR1D2-int|ORR1D2	0	32	4692	0.09	0.9	peak_in_te	1	n.s
MTD|MTD-int|MTD|MTD	0	23	4692	0.07	0.9	peak_in_te	1	n.s
MTEb|MTEb-int|MTEb-int	0	30	4692	0.06	0.9	peak_in_te	1	n.s
RLTR10|RLTR10-int	0	61	4692	0.11	0.9	peak_in_te	1	n.s
ORR1A4|ORR1A4-int|ORR1A4-int|ORR1A4-int|ORR1A4	0	12	4692	0.06	0.9	peak_in_te	1	n.s
RLTR10-int	0	96	4692	0.08	0.9	te_in_peak	1	n.s
RLTR10-int|RLTR10	0	62	4692	0.11	0.9	peak_in_te	1	n.s
RLTR10-int|RLTR10-int	0	126	4692	0.11	0.9	te_in_peak	1	n.s
RLTR12H	0	184	4692	0.16	0.9	te_in_peak	1	n.s
MER106A	0	114	4692	0.1	0.9	te_in_peak	1	n.s
RLTR5_Mm|MURVY-int	0	10	4692	0.06	0.9	peak_in_te	1	n.s
ORR1B1|ORR1B1|ORR1B1	0	60	4692	0.07	0.9	peak_in_te	1	n.s
RLTR5_Mm	0	80	4692	0.08	0.9	peak_in_te	1	n.s
RLTR48B	0	112	4692	0.1	0.9	te_in_peak	1	n.s
RLTR48C	0	149	4692	0.13	0.9	te_in_peak	1	n.s
RLTR4_MM-int	0	154	4692	0.13	0.9	te_in_peak	1	n.s
MTE2b|MTE2b-int|MTE2b-int|MTE2b	0	23	4692	0.08	0.9	peak_in_te	1	n.s
RLTR4_MM-int|RLTR4_MM-int	0	41	4692	0.08	0.9	peak_in_te	1	n.s
LTR84a	0	137	4692	0.12	0.9	te_in_peak	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	13	4692	0.08	0.9	peak_in_te	1	n.s
RLTR1B|RLTR1B-int|RLTR1B	0	12	4692	0.06	0.9	peak_in_te	1	n.s
MTE2a|MTE2a-int|MTE2a-int	0	45	4692	0.09	0.9	peak_in_te	1	n.s
MERVL_2A-int|MT2A|MT2A	0	34	4692	0.07	0.9	peak_in_te	1	n.s
LTR83	0	161	4692	0.14	0.9	te_in_peak	1	n.s
RLTR1B|MMERGLN-int|MMERGLN-int|RLTR1B	0	10	4692	0.14	0.9	peak_in_te	1	n.s
MLTR31E_MM	0	167	4692	0.14	0.9	te_in_peak	1	n.s
RLTR4_Mm|RLTR4_MM-int|RLTR4_MM-int|RLTR4_Mm	0	14	4692	0.17	0.9	peak_in_te	1	n.s
RLTR12F	0	69	4692	0.06	0.9	te_in_peak	1	n.s
ORR1B1|ORR1B1|ORR1B1-int|ORR1B1	0	15	4692	0.06	0.9	peak_in_te	1	n.s
LTR84b	0	184	4692	0.16	0.9	te_in_peak	1	n.s
RLTR1B|RLTR1B-int|RLTR1B-int|RLTR1B	0	11	4692	0.07	0.9	peak_in_te	1	n.s
ORR1B2-int|ORR1B2-int|ORR1B2	0	40	4692	0.08	0.9	peak_in_te	1	n.s
ERVB2_1A-I_MM-int	0	102	4692	0.09	0.9	peak_in_te	1	n.s
RLTR12D|RLTR12D	0	100	4692	0.08	0.9	te_in_peak	1	n.s
LTRIS_Mus|MuRRS-int|MuRRS-int|MuRRS-int	0	9	4692	0.06	0.9	peak_in_te	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int|MERVL_2A-int	0	18	4692	0.1	0.9	peak_in_te	1	n.s
LTRIS_Mus|MuRRS-int|MuRRS-int|MuRRS-int|MuRRS-int|LTRIS_Mus	0	8	4692	0.07	0.9	peak_in_te	1	n.s
ORR1B2|ORR1B2-int|ORR1B2-int|ORR1B2	0	47	4692	0.15	0.9	peak_in_te	1	n.s
X8_LINE	0	159	4692	0.14	0.9	te_in_peak	1	n.s
ORR1B2|ORR1B2-int	0	124	4692	0.17	0.9	peak_in_te	1	n.s
MTE2a|MTE2a	1	1491	4692	1.27	0.9	te_in_peak	1	n.s
BGLII|BGLII	0	104	4692	0.09	0.9	te_in_peak	1	n.s
BGLII_Mus|BGLII_Mus	0	92	4692	0.08	0.9	te_in_peak	1	n.s
RMER4B|MurERV4-int|MurERV4-int|RMER4B	0	19	4692	0.06	0.9	peak_in_te	1	n.s
RLTR25B|RLTR25B|RLTR25B	0	88	4692	0.15	0.9	peak_in_te	1	n.s
MLT1H2|MLT1H2	0	73	4692	0.06	0.9	te_in_peak	1	n.s
IAPLTR2_Mm|IAPEz-int|RLTR27|RLTR27|IAPEz-int|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	13	4692	0.07	0.9	peak_in_te	1	n.s
RLTR1B|RLTR1B-int|RLTR1B-int|RLTR1B-int|RLTR1B	0	15	4692	0.08	0.9	peak_in_te	1	n.s
RLTR48A|RLTR48A	0	81	4692	0.08	0.9	peak_in_te	1	n.s
RLTR4_Mm|RLTR4_Mm|MuLV-int|RLTR4_Mm|RLTR4_Mm	0	5	4692	0.07	0.9	peak_in_te	1	n.s
LTR40A1	0	111	4692	0.09	0.9	te_in_peak	1	n.s
MTE2b|MTE2b-int|MTE2b-int	0	35	4692	0.06	0.9	peak_in_te	1	n.s
RodERV21-int|RLTR9B2|RodERV21-int	0	33	4692	0.13	0.9	peak_in_te	1	n.s
IAPLTR2_Mm|IAPEz-int|IAPEz-int|IAPLTR2_Mm	0	23	4692	0.17	0.9	peak_in_te	1	n.s
RLTR50B|ERVB4_1-I_MM-int|ERVB4_1-I_MM-int	0	6	4692	0.06	0.9	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1-int|ORR1B1-int|ORR1B1	0	23	4692	0.1	0.9	peak_in_te	1	n.s
MLTR32C_MM	0	122	4692	0.1	0.9	te_in_peak	1	n.s
LTR40c	0	197	4692	0.17	0.9	te_in_peak	1	n.s
ORR1D2-int|ORR1D2-int|ORR1D2	0	62	4692	0.12	0.9	peak_in_te	1	n.s
LTR81C	0	107	4692	0.09	0.9	te_in_peak	1	n.s
ORR1D2-int	0	161	4692	0.14	0.9	te_in_peak	1	n.s
MTEb-int|MTEb	0	85	4692	0.11	0.9	peak_in_te	1	n.s
MTD|MTD|MTD-int|MTD	0	21	4692	0.06	0.9	peak_in_te	1	n.s
MTE2b|MTE2b-int	0	97	4692	0.13	0.9	peak_in_te	1	n.s
RLTR1B-int|RLTR1B-int|RLTR1B-int|RLTR1B-int|LTRIS2	0	10	4692	0.06	0.9	peak_in_te	1	n.s
RLTR1B|MMERGLN-int	0	20	4692	0.07	0.9	peak_in_te	1	n.s
LTR81B	0	200	4692	0.17	0.9	te_in_peak	1	n.s
MMERGLN-int|MMERGLN-int|MMERGLN-int	0	34	4692	0.13	0.9	peak_in_te	1	n.s
ORR1B1|ORR1B1-int|ORR1B1|ORR1B1	0	18	4692	0.07	0.9	peak_in_te	1	n.s
MTE2b|MTE2b-int|MTE2b	0	18	4692	0.06	0.9	peak_in_te	1	n.s
RLTR10C|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|MMERVK10C-int|RLTR10C	0	31	4692	0.3	0.8	peak_in_te	1	n.s
MamRep137	0	318	4692	0.27	0.8	te_in_peak	1	n.s
MamRep1527	0	368	4692	0.31	0.8	te_in_peak	1	n.s
MTE-int|MTE-int|MTE-int	0	163	4692	0.31	0.8	peak_in_te	1	n.s
MTD-int|MTD-int|MTD	0	101	4692	0.2	0.8	peak_in_te	1	n.s
MERVK26-int|MERVK26-int	0	99	4692	0.23	0.8	peak_in_te	1	n.s
LTR16B	0	256	4692	0.22	0.8	te_in_peak	1	n.s
RLTR10D	0	253	4692	0.22	0.8	te_in_peak	1	n.s
RLTR13D3A1	0	338	4692	0.31	0.8	peak_in_te	1	n.s
LTR16B2	0	381	4692	0.32	0.8	te_in_peak	1	n.s
Charlie24	0	379	4692	0.32	0.8	te_in_peak	1	n.s
ERVB7_1-LTR_MM	0	331	4692	0.28	0.8	te_in_peak	1	n.s
MamRep1161	0	258	4692	0.22	0.8	te_in_peak	1	n.s
MERVL_2A-int|MERVL_2A-int|MERVL_2A-int	0	105	4692	0.3	0.8	peak_in_te	1	n.s
LTR53	0	225	4692	0.19	0.8	te_in_peak	1	n.s
RLTR41A2	0	311	4692	0.26	0.8	te_in_peak	1	n.s
RMER20B|RMER20B	0	359	4692	0.3	0.8	peak_in_te	1	n.s
RLTR13B2	0	252	4692	0.3	0.8	peak_in_te	1	n.s
LTR85a	0	235	4692	0.2	0.8	te_in_peak	1	n.s
MERV1_LTR	0	294	4692	0.25	0.8	te_in_peak	1	n.s
MTEa-int|MTEa	0	193	4692	0.26	0.8	peak_in_te	1	n.s
MTB-int|MTB	0	114	4692	0.19	0.8	peak_in_te	1	n.s
X6B_LINE	0	282	4692	0.24	0.8	te_in_peak	1	n.s
MTA_Mm|MTA_Mm-int|MTA_Mm-int|MTA_Mm	0	83	4692	0.27	0.8	peak_in_te	1	n.s
RLTR13B3	0	236	4692	0.32	0.8	peak_in_te	1	n.s
L1ME3D	0	307	4692	0.26	0.8	te_in_peak	1	n.s
MLT1H	1	1905	4692	1.62	0.8	te_in_peak	1	n.s
RLTR26B_MM	0	375	4692	0.32	0.8	te_in_peak	1	n.s
MamRep38	0	208	4692	0.18	0.8	te_in_peak	1	n.s
ERVB5_2-LTR_MM	0	301	4692	0.26	0.8	te_in_peak	1	n.s
ERVB7_2-LTR_MM	0	271	4692	0.23	0.8	te_in_peak	1	n.s
MTB_Mm|MTB_Mm-int|MTB_Mm	0	83	4692	0.24	0.8	peak_in_te	1	n.s
L1MEb	0	374	4692	0.32	0.8	te_in_peak	1	n.s
L1ME3E	0	332	4692	0.28	0.8	te_in_peak	1	n.s
MERVK26-int	0	267	4692	0.25	0.8	peak_in_te	1	n.s
L1ME3F	0	315	4692	0.27	0.8	te_in_peak	1	n.s
LTR33B	0	268	4692	0.23	0.8	te_in_peak	1	n.s
MYSERV-int|MYSERV-int	0	109	4692	0.2	0.8	peak_in_te	1	n.s
RLTR20C	0	276	4692	0.23	0.8	te_in_peak	1	n.s
MER91A	0	368	4692	0.31	0.8	te_in_peak	1	n.s
